App,Category,Rating,Reviews,Size in KB,Price,Content Rating,Current Version,Number of Languages
STAR WARS™: FORCE COLLECTION,Game,4.0,3936,373793,0.0,Everyone,5.4.2,1
,None,0.0,0,0,0.0,Unrated,,1
Smart Alarm Clock : sleep cycle & snoring recorder,Health & Fitness,4.0,3779,49837,0.0,Everyone,8.4,9
丸亀製麺,Food & Drink,0.0,0,15577,0.0,Everyone,3.0.7,2
PicsArt Photo Studio: Collage Maker & Pic Editor,Photo & Video,4.5,29078,124726,0.0,Teen,9.8,21
1 Second Everyday: Video Diary,Photo & Video,3.5,2433,114876,4.99,Everyone,1.60000.1,1
The Walking Dead: Dead Yourself,Entertainment,4.5,2369,109892,0.0,Mature 17+,3.4,8
Bokeh Lens,Photo & Video,4.0,206,3923,0.99,Everyone,1.3.6,1
Score Darts,Sports,4.5,105,8620,3.99,Everyone,3.61,1
"ProTracker Plus Weight, Calorie & Exercise Tracker",Health & Fitness,4.5,2319,75834,2.99,Everyone,2.1.3,2
VSCO,Photo & Video,3.5,11174,98576,0.0,Teen,27.0,16
Moto Madness - 3d Motor Bike Stunt Racing Game,Game,3.0,13,32718,0.99,Everyone,1.1,1
Baidu Videos,Entertainment,5.0,1,142116,0.0,Mature 17+,7.8.5,2
"Drawing Desk - Draw, Paint, Doodle & Sketch board",Productivity,4.0,11040,116443,0.0,Everyone,5.4.2,11
,None,0.0,0,0,0.0,Unrated,,1
Alpaca World HD+,Game,4.5,1191,229460,0.0,Everyone,3.2.2,1
"SportsManias: Sports Emojis, Fantasy & Team News",Sports,4.5,2431,53601,0.0,Teen,3.1.18,1
Open Food Facts,Food & Drink,1.0,1,6660,0.0,Everyone,1.31,1
Gym Log+ — Workout and Fitness Tracker,Health & Fitness,4.0,50,76704,4.99,Everyone,2.28.0,11
2XL Snocross,Game,4.0,181,141524,1.99,Everyone,1.2.1,5
H&M,Shopping,3.0,687,27372,0.0,Everyone,2.21.0,6
"7-Eleven, Inc.",Food & Drink,2.5,1356,42894,0.0,Everyone,2.3.6,1
METAL SLUG 2,Game,4.5,421,83660,2.99,Everyone 10+,1.0.2,2
ゲオ　クーポンが貰える！ゲーム予約もできる！,Entertainment,0.0,0,34163,0.0,Mature 17+,10.12.0,1
,None,0.0,0,0,0.0,Unrated,,1
Plant Nanny - Water Reminder with Cute Plants,Health & Fitness,4.5,27421,74738,0.0,Everyone,1.9.2,12
Little Inferno HD,Game,4.5,2145,121733,4.99,Teen,1.33,7
First Grade Learning Games (School Edition),Education,3.5,7,22910,3.99,Everyone,2.2,1
,None,0.0,0,0,0.0,Unrated,,1
Hardcore Dirt Bike 2,Game,3.0,26,47202,1.99,Everyone 10+,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
Slots Discovery,Game,4.0,754,65385,0.0,Teen,6.6,3
bloxorz,Game,4.0,56,28262,0.99,Everyone,2.5.0,16
Musi - Unlimited Music For YouTube,Music,4.5,25193,16686,0.0,Mature 17+,5.8.5,2
返利-专注网购省钱的APP,Shopping,4.0,97,72076,0.0,Mature 17+,5.11.1,2
家园7：雪城增强版,Game,3.5,3,47350,0.99,Everyone,1.0.0,12
Endless Alphabet,Education,5.0,10534,76482,8.99,Everyone,3.4,1
CARROT To-Do - Talking Task List,Productivity,5.0,11322,7669,2.99,Everyone 10+,5.2.4,1
Photo and Video Transfer over wifi app,Productivity,4.5,307,9756,2.99,Everyone,2.0,6
BeautyCam - AR Carnie selfie,Photo & Video,5.0,2082,161335,0.0,Everyone,6.0.1,6
サクサクチェッカー 最適化  -  iChecker,Entertainment,0.0,0,33414,0.0,Everyone,1.9,1
Vine Camera,Photo & Video,3.5,90355,51642,0.0,Everyone,6.0.2,25
Flick Champions Winter Sports,Game,4.5,2505,92662,0.99,Everyone,2.9.9,1
CloudApp Mobile,Productivity,2.0,130,15023,1.99,Everyone,1.2.3,1
teamLabBody-3D Motion Human Anatomy-,Medical,1.0,1,131316,24.99,Teen,3.0.4,2
Units Plus Converter - Convert Any Unit & Currency,Utilities,4.5,525,6323,3.99,Everyone,2.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Gin Rummy Pro,Game,4.5,1941,68932,1.99,Everyone,3.7,1
,None,0.0,0,0,0.0,Unrated,,1
Trenches II,Game,4.5,2232,256817,0.99,Teen,1.4,5
Solitaire·,Game,4.5,66002,24890,0.0,Everyone,3.1,18
天猫HD,Shopping,4.5,198,213117,0.0,Mature 17+,5.24.1,2
仙劍奇俠傳1 DOS懷舊版,Game,4.0,104,308125,1.99,Everyone,1.5,3
家計簿マネーフォワード-自動連携で簡単 人気の家計簿,Finance,5.0,14,186056,0.0,Mature 17+,7.21.2,2
Pearl's Peril - Hidden Object Adventures,Game,4.5,41428,278532,0.0,Everyone 10+,2.17,14
Star Wars™ Pinball 5,Game,4.5,3025,89981,1.99,Everyone 10+,1.5,1
Bombsquad - Defuse the Bomb,Game,3.0,96,240980,4.99,Teen,2.0,1
4 Bilder 1 Wort,Game,2.5,2,118532,0.0,Teen,7.3.3,1
,None,0.0,0,0,0.0,Unrated,,1
BringGo Western Europe,Maps & Navigation,0.0,0,135656,0.99,Everyone,2.5.5,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Baby Care & Dress Up - Love & Have Fun with Babies,Game,4.0,5230,123812,0.0,Everyone,3.4,11
4 Pics 1 Word,Game,4.5,80308,131642,0.0,Teen,7.3.3,1
,None,0.0,0,0,0.0,Unrated,,1
Marvel Pinball,Game,4.0,2298,87406,0.99,Everyone 10+,1.8,1
Temple Run: Oz,Game,4.0,14912,218399,1.99,Everyone 10+,1.7.0,10
4 Images 1 Mot,Game,4.0,78,130438,0.0,Everyone,7.3.3,1
PhotoPills,Photo & Video,4.5,166,39256,9.99,Everyone,2.3.3,6
Theory Test and Hazard Perception Pro,Education,0.0,0,552239,3.99,Everyone,10.2,1
Nick,Entertainment,3.5,13237,38045,0.0,Everyone,3.2,13
Despicable Me: Minion Rush,Game,4.5,464312,147123,0.0,Everyone 10+,4.6.0,16
Worms3,Game,4.0,4422,361828,4.99,Everyone 10+,1.16,8
Essential Anatomy 5,Medical,4.5,2747,843794,19.99,Teen,5.0.3,1
HabitSeed,Health & Fitness,4.5,53,15147,0.99,Everyone,1.1.2,25
,None,0.0,0,0,0.0,Unrated,,1
Speech Jammer,Entertainment,3.0,1205,35823,0.0,Everyone,3.1.11,2
Real Basketball,Game,4.5,198050,70336,0.0,Everyone,1.9,1
Plants vs. Zombies™ 2,Game,4.5,267394,98507,0.0,Everyone 10+,6.0.1,6
尚品网 - 全球精品高端时尚购物网站,Shopping,0.0,0,71242,0.0,Everyone,3.0.10,2
Clear Vision 2,Game,4.5,10477,34690,0.99,Mature 17+,1.0,1
Perfect Video - Video Editor & Movie Maker (Pro),Photo & Video,4.5,594,20610,3.99,Everyone,4.6.1,19
Kingdom Rush Frontiers,Game,4.5,6419,292712,1.99,Everyone 10+,1.9.2,1
Kingdom Rush Frontiers HD,Game,5.0,11447,438824,2.99,Everyone 10+,1.9.2,1
CSR Classics,Game,4.5,43770,1080938,0.0,Everyone,2.0.0,5
Disney Junior Appisodes,Entertainment,3.5,6009,394020,0.0,Everyone,2.10.0,2
Sleep Meister - Sleep Cycle Alarm,Health & Fitness,4.0,34,16607,0.99,Everyone,1.13.24,2
Sleep Meister - Sleep Cycle Alarm Lite,Health & Fitness,4.5,445,23047,0.0,Everyone,1.13.24,2
Mr. Crab,Game,4.5,9875,133768,0.0,Everyone,1.7.3,9
InstaBeauty -Camera&Photo Editor&Pic Collage Maker,Photo & Video,4.5,4818,88886,0.0,Everyone,2.9.2,3
UNiDAYS: Student Discounts for Shopping Top Brands,Shopping,2.5,53,67586,0.0,Everyone,6.0.8,15
"FanDuel - Daily Fantasy Baseball, Golf & Sports",Sports,4.5,8014,89138,0.0,Mature 17+,2.16,1
Second Grade Learning Games,Education,4.5,322,20853,2.99,Everyone,2.6,1
,None,0.0,0,0,0.0,Unrated,,1
School of Chaos Online MMORPG,Game,4.5,5237,209825,0.0,Teen,1.597,1
Minecraft: Papercraft Studio,Game,4.5,1044,82397,2.99,Everyone,3.8.0,1
LGV Theory Test and Hazard Perception,Education,0.0,0,543456,9.99,Everyone,10.2,1
Speakaboos Reading App: Stories & Songs for Kids,Education,4.0,440,76558,0.0,Everyone,4.4.0,1
银联钱包- 银行卡管家，扫码支付享优惠,Finance,3.5,9,91323,0.0,Mature 17+,4.5.3,1
Papa's Burgeria To Go!,Game,4.5,570,43646,0.99,Everyone,1.1.2,16
Pictoword: Fun 2 Pics Guess What's the Word Trivia,Game,5.0,186089,126216,0.0,Everyone,2.4.2,1
,None,0.0,0,0,0.0,Unrated,,1
"SFind Premium Search for Spotify, YouTube & iTunes",Entertainment,3.0,411,8078,2.99,Everyone,1.7,15
Junk Jack,Game,4.5,6891,161118,4.99,Everyone,3.1,1
Ridiculous Fishing - A Tale of Redemption,Game,4.5,9095,49524,2.99,Teen,1.31,1
Cover Orange 2: Journey,Game,4.5,10604,84934,0.99,Everyone,1.2,11
CVS,Shopping,4.5,12402,78570,0.0,Mature 17+,1.13,2
A Beautiful Mess,Photo & Video,4.0,4251,63549,0.99,Everyone,2.4,1
Smash Hit,Game,4.5,126233,97505,0.0,Everyone,1.4.0,9
Sprinkle Islands,Game,4.5,2972,48369,1.99,Everyone,1.1.2,9
Racing Rivals,Game,4.0,55548,339898,0.0,Everyone,6.2.3,8
Little Inferno,Game,4.0,418,48181,2.99,Teen,1.33,6
Get Drunk Not Fat,Food & Drink,2.5,19,32999,0.99,Mature 17+,1.4.1,1
Photon Safe Web Browser with Flash Player for Kids,Education,2.5,53,34903,4.99,Everyone,6.2,10
Pirate Power,Game,4.5,2555,112133,0.0,Everyone 10+,1.2.150,2
Hunting Simulator,Sports,3.5,50,67679,2.99,Teen,1.6.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Iron Force,Game,5.0,141634,124666,0.0,Mature 17+,2.4.1,12
Facetune,Photo & Video,4.5,7643,61157,3.99,Everyone,2.6.3,12
Solitaire Classic Card Game™,Game,4.5,22079,141391,0.0,Everyone,1.1.0,1
RPG AVABEL ONLINE,Game,4.5,10514,135512,0.0,Everyone 10+,4.0.45,2
Fireman Sam - Fire & Rescue,Game,3.5,38,215833,1.99,Everyone,5.0,10
Glow Puzzle,Game,4.5,2374,24502,1.99,Everyone,2.3.3,1
"MOLDIV - Photo Editor, Collage & Beauty Camera",Photo & Video,4.5,39501,120056,0.0,Everyone,3.2.1,18
Farm Heroes Saga,Game,4.5,187579,262421,0.0,Everyone,2.72.16,14
腾讯微云HD-安全备份共享文件和照片,Productivity,4.0,138,61128,0.0,Everyone,5.1.2,1
IMPOSSIBLE ROAD,Game,4.0,8249,128262,2.99,Everyone,1.3.3,1
X-War: Clash of Zombies,Game,5.0,17254,42917,0.0,Everyone 10+,5.4,3
Cut the Rope: Time Travel,Game,5.0,9003,67177,0.99,Everyone,1.5.0,10
Cut the Rope: Time Travel HD,Game,4.5,4294,118273,0.99,Everyone,1.5.0,10
Dr. Panda Supermarket,Education,4.0,342,138589,2.99,Everyone,1.7,19
실시간 날씨,Weather,3.5,12,5292,0.0,Everyone,1.0.15,1
FINAL FANTASY V,Game,4.5,1808,167030,14.99,Everyone 10+,1.1.3,12
,None,0.0,0,0,0.0,Unrated,,1
Alarmy Pro (Sleep If U Can) - Alarm Clock,Lifestyle,4.5,964,170882,1.99,Everyone,4.2.1,32
Theory Test for Car Drivers - Driving Test Success,Education,1.0,1,65107,2.99,Everyone,5.0.4,1
Hazard Perception Mega Pack - Driving Test Success,Education,0.0,0,902940,2.99,Everyone,3.0.2,1
Multiplayer for Minecraft PE,Game,4.0,35109,33418,2.99,Everyone,3.01,1
Infinity Blade III,Game,4.0,37673,3013255,0.99,Teen,1.4.2,18
易经全集-[有声读物],Books & Reference,0.0,0,211591,0.99,Everyone,1.1,1
Asphalt 8: Airborne,Game,4.5,188568,1777940,0.0,Teen,3.0.0,15
Frozen: Storybook Deluxe - Now with Frozen Fever!,Entertainment,3.5,903,1223352,4.99,Everyone,2.0,5
Duck Life,Game,4.0,1257,235831,0.99,Everyone,2.54,1
Star Wars®: Knights of the Old Republic™,Game,4.0,8767,2469642,9.99,Teen,1.2.5,5
,None,0.0,0,0,0.0,Unrated,,1
PlayKids - Educational Cartoons and Games for Kids,Education,4.0,2196,376676,0.0,Everyone,4.1.2,8
WRAL Weather Alert,Weather,3.0,25,68850,0.0,Everyone,3.1.1,30
Face Swap and Copy Free – Switch & Fusion Faces in a Photo,Catalogs,4.0,431,11411,0.0,Everyone,1.3,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
InstaMag - Free Pic and Photo Collage Maker,Photo & Video,4.5,16221,95378,0.0,Everyone,3.8.7,4
Ghost Observer - ghost detector & spirit radar,Entertainment,3.5,1193,51575,0.0,Everyone 10+,1.7,8
Videoshop - Video Editor,Photo & Video,4.5,57878,140902,1.99,Everyone,6.0.1,8
Redline Rush,Game,4.5,1766,53620,0.99,Everyone,1.3.1,30
,None,0.0,0,0,0.0,Unrated,,1
海鮮!!すし街道,Game,0.0,0,108208,4.99,Everyone,1.1.1,1
"Village Life: Love, Marriage and Babies",Game,4.5,116620,502828,0.0,Everyone,2.6.9,8
Eyes - the horror game,Game,4.5,567,103088,0.99,Teen,2.1,1
Slow Shutter!,Photo & Video,4.0,230,2039,1.99,Everyone,2.6,1
Hopscotch,Education,4.5,4057,117678,0.0,Everyone,3.16.0,3
楽天市場 for iPad,Lifestyle,4.0,6,13448,0.0,Everyone,1.3.8,1
Cute CUT Pro - Full Featured Video Editor,Photo & Video,4.0,1478,52002,5.99,Everyone,1.8.5,12
Farm Story 2™,Game,4.0,13142,112607,0.0,Everyone,2.6.5,8
Teenage Mutant Ninja Turtles: Rooftop Run,Game,4.0,15398,149581,3.99,Everyone 10+,3.0.2,7
Covet Fashion - The Game for Dresses & Shopping,Game,4.0,75034,112668,0.0,Everyone,3.02.25,6
驾校一点通-保过版，2017最新驾考学车宝典,Education,4.5,16,102477,0.0,Mature 17+,5.4.0,2
"ameli, l'Assurance Maladie",Health & Fitness,4.0,8,44564,0.0,Everyone,9.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
【マイナビバイト大学生版】大学生のバイト探し・アルバイト求人,Lifestyle,0.0,0,40026,0.0,Everyone,1.2.7,1
Design This Castle,Game,4.0,2500,243441,0.0,Everyone,1.0.8,1
Oldify - Old Face Photo Booth App,Entertainment,4.5,864,97549,0.99,Everyone,2.2.1,13
Prime Photos from Amazon,Photo & Video,4.0,10511,76257,0.0,Everyone,4.5.1,9
BeautyPlus - Selfie Camera for a Beautiful Image,Photo & Video,5.0,7503,128229,0.0,Everyone,6.4.5,9
英熟語ターゲット1000（4訂版）,Education,0.0,0,70040,4.99,Everyone,2.7.1,2
Survivalcraft,Game,4.0,19784,55344,3.99,Everyone 10+,1.29.21.0,1
Talking Ginger 2,Entertainment,4.5,8311,81372,0.0,Everyone,2.4.2,13
Dr. Panda Beauty Salon,Education,4.5,527,154353,2.99,Everyone,1.6,19
Heads Up!,Game,4.5,9567,90467,0.99,Teen,3.8.6,2
World of Cubes Survival Craft,Game,4.0,2758,187049,0.0,Everyone 10+,2.8,1
PDF Export - Photos to PDF and Converter,Business,3.5,41,58659,2.99,Everyone,6.3.2,29
Bloons TD Battles,Game,4.5,67861,107245,0.0,Everyone 10+,4.3.1,1
Where's My Mickey?,Game,4.0,2846,130893,1.99,Everyone 10+,1.2.1.61,11
,None,0.0,0,0,0.0,Unrated,,1
Hearthstone,Game,4.0,34694,2405958,0.0,Teen,8.2.19371,12
Geometry Dash,Game,5.0,266440,83931,1.99,Everyone,2.10,1
Sproggiwood,Game,4.5,105,438601,4.99,Teen,1.2.10,1
HairTech-Head Sheets,Productivity,3.0,14,5907,2.99,Everyone,3.0.1,1
Stupid Test!,Game,4.5,2485,31798,0.0,Everyone,4.0,1
Eurovision Song Contest - The Official App,Entertainment,3.0,68,71026,0.0,Teen,3.7.2,2
The Fast Metabolism Diet– customized meal planning,Health & Fitness,3.5,261,36395,2.99,Everyone,2.9.3,1
MLB.com Home Run Derby 17,Game,4.5,100035,232590,0.0,Everyone,5.0.3,1
Faded - Photo Editor,Photo & Video,4.5,24530,118618,1.99,Everyone,2.3.1,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Sorcery!,Game,4.0,662,170172,4.99,Teen,1.6.1,1
Sorcery! 2,Game,5.0,308,270895,4.99,Teen,1.3.2,1
OPM Alert,News & Magazines,2.0,172,30252,0.0,Everyone,2.0.5,1
Doodle Jump Easter Special,Game,4.5,900,17430,0.0,Everyone,1.0.5,1
Icon Pop Song,Game,4.5,2199,52387,0.0,Everyone,1.5,1
Yahoo Weather,Weather,4.5,112603,123047,0.0,Everyone,1.11.3,39
Draw Rider Plus,Game,4.5,1490,37103,1.99,Teen,6.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Stick Texting – The College Series,Utilities,3.5,24,50511,1.99,Mature 17+,1.4,1
"Writing Wizard - Kids Learn to Write Letters, Alphabet & Words",Education,4.5,349,42598,3.99,Everyone,3.0.2,6
,None,0.0,0,0,0.0,Unrated,,1
Official Life in the UK Test – 3rd Edition,Education,2.0,3,5627,4.99,Everyone,1.2.1,1
Star Command,Game,4.0,3473,153100,2.99,Teen,1.1.4,1
BAA Marathon,Sports,2.5,70,99851,0.0,Everyone,3.6,17
Dots: A Game About Connecting,Game,4.0,11900,112562,0.0,Everyone,2.3.3,1
Costume Quest,Game,4.0,408,717484,2.99,Teen,1.03,1
Close Up Pics Quiz - Guess the Word Trivia Games,Game,4.5,48032,95661,0.0,Everyone,3.9.2,1
Make-Up Touch 2 - Kids Games & Girls Dressup Game,Game,3.5,1214,52653,0.0,Everyone,2.4,25
UE BOOM,Music,2.5,612,27680,0.0,Everyone,5.3,8
鬼とび,Game,5.0,6,9931,0.0,Everyone,1.1.3,2
,None,0.0,0,0,0.0,Unrated,,1
Rivals for Catan,Game,3.5,263,288161,0.99,Everyone,1.3.0,2
Tetris® Blitz,Game,4.5,122868,131477,0.0,Everyone,3.5.4,11
Deus Ex: The Fall,Game,4.0,6764,1654582,4.99,Mature 17+,1.0.6,5
Baldur's Gate II:EE,Game,4.0,373,2272493,9.99,Teen,1.3,1
Transport Tycoon,Game,4.5,516,384600,6.99,Everyone,1.3.4,5
e-Sword LT: Bible Study on the Go,Books & Reference,5.0,2152,18964,1.99,Everyone,6.0,3
Duet Game,Game,5.0,14407,87994,2.99,Everyone,3.8,14
Crane Game Toreba!,Game,2.5,323,36301,0.0,Everyone,1.4.3,5
Glitché,Photo & Video,4.0,1338,30717,0.99,Everyone,2.12,1
McPlay™,Game,2.5,3278,408755,0.0,Everyone,4.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
The Inner World,Game,4.5,425,2213945,2.99,Everyone,1.3,1
美柚 - 女生助手,Health & Fitness,5.0,804,128416,0.0,Mature 17+,6.0.1,2
"Casino X - Free Slot Machines, Poker, Blackjack",Game,4.0,416,74799,0.0,Teen,1.98,18
,None,0.0,0,0,0.0,Unrated,,1
沪江开心词场-英语、日语、韩语学习助手,Education,4.5,417,129157,0.0,Everyone,6.3.1,24
Santa Call & Tracker - North Pole Command Center,Entertainment,4.5,953,206322,3.99,Everyone,6.1.6,1
Sniper Shooter: Gun Shooting Games,Game,5.0,134080,113509,0.0,Teen,5.0.4,1
,None,0.0,0,0,0.0,Unrated,,1
Castle Raid 2,Game,4.5,452,346927,2.99,Everyone 10+,1.1,1
Memrise: learn languages,Education,5.0,20383,83949,0.0,Everyone,2.2.22,24
RUNNING for weight loss: workout & meal plans,Health & Fitness,4.5,6407,110701,0.0,Everyone,6.2,10
RUNNING for weight loss PRO: workout & meal plans,Health & Fitness,4.0,304,110566,1.99,Everyone,6.2.1,10
平安证券,Finance,0.0,0,102875,0.0,Everyone,6.2.3,2
"Thunderspace 5k ~ Focus, Sleep, Relax, Meditate in a thunderstorm with rain and nature sounds",Health & Fitness,4.5,1690,119598,2.99,Everyone 10+,5.3,4
Buddy & Me,Game,4.5,252,130174,1.99,Everyone,1.3.0,1
达令全球好货－正品免税，带你购全球,Shopping,4.5,19,34791,0.0,Teen,5.9.6,2
Township,Game,4.5,80801,175876,0.0,Everyone,4.8.0,14
Le bonheur de lire dès 3 ans: learn to read French,Education,0.0,0,470513,3.99,Everyone,1.5,1
Where's My Water? 2,Game,3.5,22302,181628,0.0,Everyone,1.5.1,11
Werewolf Special Package,Game,0.0,0,17518,3.99,Teen,8.6,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Pacific Rim,Game,4.0,1522,695918,0.99,Everyone 10+,1.9.13,1
Dumb Ways to Die,Game,4.5,151559,842893,0.0,Teen,2.2.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Pixel Gun 3D,Game,4.5,301182,1744486,0.0,Teen,12.1.1,1
WWDC,Books & Reference,3.5,762,34959,0.0,Everyone,6.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
Nextdoor,Social,4.5,14402,82531,0.0,Everyone,3.11,4
Terraria,Game,4.5,98036,126036,4.99,Everyone 10+,1.2.12785,5
,None,0.0,0,0,0.0,Unrated,,1
AZZL,Game,5.0,261,130421,2.99,Everyone,1.2,10
Stop Motion Studio Pro,Photo & Video,4.5,537,52312,4.99,Everyone,8.3.1,10
Sago Mini Forest Flyer,Education,4.5,1617,168208,2.99,Everyone,2.1,1
Doc McStuffins:  Time For Your Check Up!,Entertainment,3.5,1286,321802,3.99,Everyone,1.1,1
3D stereogram : Human,Entertainment,4.0,9,16596,0.99,Mature 17+,1.3,2
Factory Balls,Game,4.5,144,28557,0.99,Everyone,1.5,16
Tayasui Sketches,Productivity,4.5,11505,198511,0.0,Everyone,16.2,15
Spinrilla - Mixtapes For Free,Music,4.5,15053,40071,0.0,Teen,3.2.5,3
YY HD-和美女帅哥主播视频聊天的直播软件,Entertainment,3.0,94,112109,0.0,Mature 17+,5.5.5,2
Angry Birds Go!,Game,4.0,75793,499580,0.0,Everyone,2.6.3,10
Jigsaw Puzzle Collection HD,Game,4.5,40227,86220,0.0,Teen,1.2.4,2
Stellarium Mobile Sky Map,Education,3.5,64,54294,2.99,Everyone,1.23,0
Hangouts,Social,4.0,36404,94750,0.0,Everyone,16.0.0,34
,None,0.0,0,0,0.0,Unrated,,1
Quizduell,Game,2.5,10,118291,0.0,Everyone,6.5.1,22
Walk for a Dog,Health & Fitness,3.0,412,63271,0.0,Everyone,3.3.0,1
Galileo Organ,Music,5.0,135,41422,9.99,Everyone,3.0,1
LiveTunes - Live Concert Music Player,Music,4.5,220,128413,0.99,Everyone,3.1,5
Pronoun Fill-In Super Fun Deck,Education,4.0,5,133537,5.99,Everyone,3.8,1
Cachly - Simple and powerful Geocaching for iPhone,Maps & Navigation,4.5,263,25072,4.99,Everyone,2.0.3,9
"Alizay, pirate girl",Books & Reference,4.5,14,186402,2.99,Everyone,4.0.2,2
Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters,Game,4.0,168,927440,2.99,Everyone,3.5,1
Verizon Cloud,Productivity,4.5,6482,104749,0.0,Everyone,17.2.4,1
"Solitaire Deluxe® Social - Classic, Spider, more",Game,4.5,6970,112141,0.0,Everyone,3.5.1,1
Evil Apples: A Filthy Adult Card & Party Game,Game,4.5,53415,126050,0.0,Mature 17+,1.9.23,1
Word Swag - Cool fonts & typography generator,Photo & Video,5.0,9731,112843,4.99,Everyone,2.1.5,1
,None,0.0,0,0,0.0,Unrated,,1
EasyCost - Expense Tracker and Money organizer,Finance,4.5,165,9694,0.99,Everyone,1.6.6,4
Hero Emblems,Game,4.5,597,144809,3.99,Teen,1.06,7
Angry Birds Star Wars II,Game,4.5,33724,226834,0.0,Everyone,1.9.22,1
,None,0.0,0,0,0.0,Unrated,,1
Jelly Splash,Game,4.0,21601,138738,0.0,Everyone,3.13.0,19
"AOL: News, Email, Weather & Video",News & Magazines,4.0,5233,85273,0.0,Teen,4.6.6,3
Machines at War 3 RTS,Game,4.5,608,191706,6.99,Mature 17+,2.1,10
Castle of Illusion Starring Mickey Mouse,Game,3.5,852,555233,4.99,Everyone 10+,1.0,6
Ruler and Compass Geometry,Education,3.5,2,24403,0.99,Everyone,1.1,16
OnCamera,Lifestyle,2.5,111,94908,0.0,Everyone,1.6.3,1
,None,0.0,0,0,0.0,Unrated,,1
Clone Magic,Photo & Video,4.0,306,18268,1.99,Everyone,3.0.1,1
Monogram - Wallpaper & Backgrounds Maker HD DIY with Glitter Themes,Lifestyle,4.5,7427,85420,0.0,Everyone,4.5.1,8
Solitaire ∘,Game,4.5,741,103740,0.0,Everyone,3.5.2,15
D&D Lords of Waterdeep,Game,4.5,1772,563081,6.99,Everyone 10+,1.2.4,1
百度贴吧HD,Social,3.5,542,106000,0.0,Mature 17+,6.8.0,1
Happy Wheels,Game,4.5,60601,38466,0.0,Mature 17+,1.0.6,1
,None,0.0,0,0,0.0,Unrated,,1
"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters",Photo & Video,4.5,818,11747,4.99,Everyone,2.11,11
Pan Book 1: The Fearless Beribolt,Books & Reference,4.5,438,915262,5.99,Everyone,5.4.1,1
Dr. Panda Handyman,Education,4.0,218,138967,2.99,Everyone,1.3,18
Authentic Weather,Weather,3.0,330,23582,1.99,Teen,4.1,1
"NOAA World Radar – Rain, Hurricanes & Weather",Weather,4.0,581,59233,2.99,Everyone,3.2.3,14
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
"Stock Market Pro: Stock Trading, Charts & Alerts",Finance,3.5,1034,77472,5.99,Everyone,2023,1
Craft your games! - Createrria 2,Game,4.0,4475,449130,0.0,Everyone,2.0.6,1
Sniper Shooter Pro by Fun Games For Free,Game,5.0,945,110870,0.99,Mature 17+,4.9,1
Seven - 7 Minute Workout Training Challenge,Health & Fitness,4.5,6808,142803,0.0,Everyone,5.1.1,8
Quiver - 3D Coloring App,Entertainment,3.5,325,183631,0.0,Everyone,3.15,1
OBD Fusion - OBD2 vehicle scan tool & diagnostics,Travel & Local,4.0,521,78813,9.99,Everyone,4.0.1,1
LetterGlow - Graphic Design & Photo Editing,Photo & Video,4.0,181,125425,2.99,Everyone,2.2.6,9
Battle Camp HD - Collect & Evolve Your Monsters,Game,4.5,6055,335650,0.0,Everyone,4.11,20
Sabres of Infinity,Game,4.5,169,41937,2.99,Teen,1.5.0,1
FollowMeter for Instagram - Followers Tracking,Social,4.5,11976,11819,0.0,Everyone,3.6,1
机票、火车票、汽车票预定助手 for 铁路12306,Travel & Local,5.0,128,21944,0.0,Everyone,7.3.5,2
Trivia Crack,Game,4.5,393469,265484,0.0,Everyone,2.40,26
Construction Simulator 2014,Game,4.0,2470,395522,0.99,Everyone,1.04,18
"Princess Salon™ - Girls Makeup, Dressup and Makeover Games",Game,4.0,5030,53260,0.0,Everyone,1.2,1
Toca Builders,Education,4.5,5102,87713,2.99,Everyone,1.0.5,18
Ice Fishing Derby Premium,Game,4.0,47,30641,2.99,Everyone,1.11,1
100 PICS Quiz - guess the picture trivia games,Game,4.5,23160,67786,0.0,Everyone,2.50,7
WaterMinder®,Health & Fitness,4.5,1875,94605,2.99,Everyone,3.2,14
