App,Category,Rating,Reviews,Size in KB,Price,Content Rating,Current Version,Number of Languages
Lifeline 2,Game,4.5,1364,81724,1.99,Everyone 10+,1.4,1
Down To Lunch,Social,4.0,2535,35410,0.0,Teen,1.72,1
INKHUNTER try tattoo designs in augmented reality,Entertainment,4.5,809,68191,0.0,Everyone,2.6.7,1
Blyss,Game,4.0,288,163149,0.99,Everyone,2.9,1
,None,0.0,0,0,0.0,Unrated,,1
Snapshot Cam - Draw on Pictures & Add Text to Photos,Photo & Video,5.0,14,109117,2.99,Everyone,1.4,31
,None,0.0,0,0,0.0,Unrated,,1
Snoopy Emoji,Utilities,1.5,23,29364,1.99,Everyone,1.2,1
Boyfriend Plus - Brett Jeff and Kai,Game,4.0,126,34203,0.0,Mature 17+,2.0,6
,None,0.0,0,0,0.0,Unrated,,1
PAUSE - Relaxation at your fingertip,Health & Fitness,3.5,180,77151,1.99,Everyone,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
Easy Music - Give kids an ear for music,Education,4.5,43,247308,3.99,Everyone,1.6,1
SOMA Messenger,Social,4.5,3232,92802,0.0,Everyone,1.7.4,33
Analog Wedding,Photo & Video,4.0,8,18767,0.99,Everyone,1.0.7,5
Farming Simulator 16,Game,4.5,2637,185572,4.99,Everyone,1.1.4,10
Total War Battles: KINGDOM,Game,4.0,3092,630600,0.0,Teen,1.3,1
Football Chairman Pro,Game,4.5,37,29378,3.99,Everyone,1.2.2,1
Fit The Fat 2,Game,4.5,8557,169729,0.0,Everyone,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Face Paint Party - Kids Coloring Fun,Game,4.0,38,89993,0.0,Everyone,1.2,11
Patternator Pattern Maker Backgrounds & Wallpapers,Photo & Video,5.0,2092,47943,0.0,Everyone,2.1,12
Atlantic Fleet,Game,4.5,271,220282,9.99,Teen,1.11,1
Spinny Circle,Game,4.5,20812,16656,0.0,Everyone,1.9,1
,None,0.0,0,0,0.0,Unrated,,1
Rick and Morty: Pocket Mortys,Game,4.5,12124,955524,0.0,Mature 17+,1.10,10
Down The Mountain,Game,4.5,3491,252966,0.0,Everyone 10+,1.2.14,1
记账·圈子账本(专业版)—可共享的全能记帐本软件,Finance,4.5,12,77918,0.99,Everyone,3.1.1,2
百度钱包-金融信贷和理财投资优选,Lifestyle,2.5,5,43722,0.0,Mature 17+,2.9.8,1
,None,0.0,0,0,0.0,Unrated,,1
Fast Motorcycle Driver,Game,4.5,2224,150142,0.0,Everyone,2.0,1
,None,0.0,0,0,0.0,Unrated,,1
Abby Lee Dance Secrets,Entertainment,4.0,808,51111,4.99,Everyone,1.4.3,1
EWallpaper,Entertainment,1.0,42,10727,3.99,Everyone,1.0,1
Puppy Love - My Dream Pet,Game,4.5,1689,269402,0.0,Everyone,1.3.0,11
小咖秀-全民视频才艺直播社区,Entertainment,5.0,66,101220,0.0,Teen,1.7.4,3
,None,0.0,0,0,0.0,Unrated,,1
懸賞パズルパクロス２,Game,0.0,0,187141,0.0,Mature 17+,1.10,0
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Airmail - Your Mail With You,Productivity,3.5,1575,170175,4.99,Everyone,1.6.4,27
Hop Rush,Game,1.0,9,11702,0.0,Everyone,1.5,1
League of War: Mercenaries,Game,4.5,2523,164357,0.0,Teen,7.4.57,1
V for Wikipedia,Books & Reference,4.5,134,31600,4.99,Mature 17+,1.2.8,2
"2Face Fitpack - Dein Trainingsprogramm mit persönlichem Ernährungsplan, Kalorienrechner und Trainingsplan",Health & Fitness,0.0,0,34414,0.0,Everyone,1.0,16
,None,0.0,0,0,0.0,Unrated,,1
"Egg, Inc.",Game,5.0,79074,53579,0.0,Everyone,1.5,1
,None,0.0,0,0,0.0,Unrated,,1
Swaggy Ninja,Game,4.5,1210,31567,0.0,Everyone,1.5.2,1
CatHotel - Care for cute cats,Game,4.5,1425,230216,0.0,Everyone,2.1,12
伙星 - 随手拍出明星一样的MV,Photo & Video,0.0,0,118812,0.0,Teen,3.5.2,3
ディグラム恋愛診断,Lifestyle,0.0,0,12320,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
Rawr Messenger - Dab your chat,Social,4.0,180,130276,0.0,Teen,1.5.4,1
"Curious World: Games, Videos, Books for Children",Education,3.5,604,186588,0.0,Everyone,1.18,1
Champs Sports,Lifestyle,3.5,330,63553,0.0,Everyone,2.6.5,1
Sago Mini Babies,Education,4.0,70,105742,2.99,Everyone,1.2,1
Sago Mini Superhero,Education,3.5,30,179484,2.99,Everyone,1.1,1
Infinite Tanks,Game,4.0,262,1920265,4.99,Everyone 10+,1.0.3,10
,None,0.0,0,0,0.0,Unrated,,1
Word Trek  - WordTrek Brain game & Word puzzles,Game,4.5,3774,47884,0.0,Everyone,1.172,1
,None,0.0,0,0,0.0,Unrated,,1
Triller - Music Video & Film Maker,Photo & Video,5.0,25683,87287,0.0,Teen,4.2.2,1
Free Fur All – We Bare Bears Minigame Collection,Game,4.5,1449,362530,0.0,Everyone,1.0.5,10
Pinchworm,Game,5.0,2288,100635,0.0,Everyone,1.0.5,11
Signily Keyboard - Sign Language Emoji and GIFs!,Utilities,4.5,71,89902,0.99,Mature 17+,3.0,1
U by BB&T,Finance,2.0,790,74385,0.0,Everyone,1.6.5,1
skyticket - Reserve Best Valued Air Tickets,Travel & Local,0.0,0,8294,0.0,Everyone,1.41,34
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Upperland,Game,4.0,201,126574,0.0,Everyone 10+,1.15,24
Agar.io,Game,4.5,176514,63954,0.0,Everyone 10+,1.7.1,1
Aralon: Forge and Flame,Game,3.5,192,1379309,4.99,Teen,2.0,1
SHOWTIME,Entertainment,2.5,1214,25903,0.0,Mature 17+,2.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
EvilBane: Rise of Ravens,Game,4.5,1428,180629,0.0,Everyone 10+,1.3.0,14
,None,0.0,0,0,0.0,Unrated,,1
Pharaoh's Party: Coin Pusher,Game,4.5,191,227435,0.0,Teen,1.4.1,1
Puzzle Strike,Game,3.5,21,410278,3.99,Everyone,1.01,1
球球大作战,Game,4.0,111,124596,0.0,Everyone,6.4.5,1
,None,0.0,0,0,0.0,Unrated,,1
Cops N Robbers (Jail Break 2) - Survival Mini Game,Game,4.0,1559,226083,0.0,Everyone 10+,2.2.1,1
Money Multiplier,Game,4.0,1,40488,0.0,Everyone,1.0.3,2
天天快报 - 最热门的新闻资讯软件,News & Magazines,3.0,15,96720,0.0,Teen,3.1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Eisenhorn: XENOS,Game,3.5,100,3008276,5.99,Teen,1.4,1
KING OF KARTS: Single- & Multiplayer Battles.,Game,3.5,9,481390,2.99,Everyone,2.4.3,16
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Popcorn Buzz - Free Group Calls,Social,3.5,281,17457,0.0,Everyone,1.3.2,17
"InShot Video Editor Music, No Crop, Cut",Photo & Video,5.0,12779,55851,0.0,Everyone,1.19.1,9
,None,0.0,0,0,0.0,Unrated,,1
My Uncrowded,Game,3.0,224,171746,0.99,Mature 17+,18,1
PAC-MAN Championship Edition DX,Game,4.5,517,126681,4.99,Everyone 10+,1.0.1,10
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Matchsticks ~ Free Puzzle Game with Matches,Game,4.5,212,32492,0.0,Everyone,1.9,15
盗墓OL-精绝女王,Game,0.0,0,339391,0.0,Mature 17+,2.100,1
Doc McStuffins Pet Vet,Entertainment,3.0,70,609991,1.99,Everyone,1.3,6
Fishing Break,Game,4.5,2088,578273,0.0,Everyone 10+,2.8.1,1
Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,Game,4.5,124,640870,2.99,Everyone 10+,1.0.2,9
Equipd Bible,Productivity,4.5,94,135132,2.99,Everyone,3.2,20
Private School Days,Game,4.0,99,55376,4.99,Mature 17+,1.1.4,16
,None,0.0,0,0,0.0,Unrated,,1
恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~,Books & Reference,0.0,0,23538,0.0,Teen,1.1.4,1
,None,0.0,0,0,0.0,Unrated,,1
Fetty Wap: Nitro Nation Stories,Game,4.5,2005,1027908,0.0,Everyone,2.12,1
Scrubby Dubby Saga,Game,4.5,3874,112135,0.0,Everyone,1.28.4,11
Chain: Collaborate On MyVideo Story/Group Video,Social,4.5,35,95789,0.0,Teen,3.2.5,1
Face on Face,Entertainment,0.0,0,1736,0.99,Everyone,1.0,24
,None,0.0,0,0,0.0,Unrated,,1
Kick Hero,Game,4.5,733,107540,0.0,Everyone 10+,2.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Path of War,Game,4.5,377,88379,0.0,Teen,1.0.88463,6
,None,0.0,0,0,0.0,Unrated,,1
Blink Health,Medical,5.0,1198,38117,0.0,Mature 17+,1.7.15,9
,None,0.0,0,0,0.0,Unrated,,1
Clouds & Sheep 2 Premium,Game,4.0,1,299395,3.99,Everyone,1.5.2,14
Dawnbringer,Game,3.5,238,799076,0.0,Teen,1.3.0,1
,None,0.0,0,0,0.0,Unrated,,1
Honest App: Shop baby & diaper products,Shopping,5.0,3173,121671,0.0,Everyone,1.8.5,1
街机游戏厅 - 电玩游戏合集火爆改版,Game,0.0,0,256049,0.99,Teen,6.01,1
乐享动-有运动音乐推荐的计步器,Health & Fitness,0.0,0,104727,0.0,Everyone,2.4.7,3
"It Girl Story - Styling, Fashion & Celebrity Life",Game,4.5,3537,931567,0.0,Everyone,2.396,11
Circle Boom,Game,1.5,7,14546,0.0,Everyone,1.5,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Donut vs Donut,Game,4.5,16,85999,0.99,Everyone,1.02,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
KORG iDS-10,Music,4.0,52,88055,19.99,Everyone,2.1.1,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Swapperoo,Game,4.0,361,24163,1.99,Everyone,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),Game,3.5,3,55037,0.0,Everyone,1.1.0,4
,None,0.0,0,0,0.0,Unrated,,1
Wonder Tactics,Game,4.5,730,653022,0.0,Teen,1.4.8,12
,None,0.0,0,0,0.0,Unrated,,1
キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,Books & Reference,0.0,0,51475,0.0,Teen,1.1.1,1
闇金クリッカー,Game,0.0,0,41996,0.0,Everyone,1.0.5,1
Special Air Wing - Flight Simulator,Game,4.0,138,250717,2.99,Everyone 10+,1.8.1,1
King Tongue,Game,4.5,255,422011,1.99,Everyone 10+,1.0.2,1
Butt Sworkit - Free Workout Trainer to tone & lift,Health & Fitness,5.0,960,58649,0.0,Everyone,1.3.1,12
Rapala Fishing - Daily Catch,Game,4.5,1666,201266,0.0,Everyone,1.4.6,1
Recontact: Istanbul,Game,3.5,14,289065,0.99,Everyone,1.0.1,31
Plants vs. Zombies™ Heroes,Game,4.5,16305,153967,0.0,Everyone 10+,1.14.13,10
Dr. Panda's Carnival,Education,3.5,49,245165,2.99,Everyone,1.24,17
腾讯WiFi管家-手机安全免费WiFi,Utilities,4.0,8,32029,0.0,Everyone,2.5.2,1
Find–the–Line,Game,4.5,181,458349,2.99,Everyone,1.6.1,1
Moto x3m,Game,4.5,53,57729,0.99,Everyone 10+,1.2.0,16
PAC-MAN Bounce - Puzzle Adventure,Game,4.0,392,359372,0.0,Everyone,2.1,1
The Everything Machine by Tinybop,Education,4.0,141,226968,2.99,Everyone,1.1.0,58
The Earth by Tinybop,Education,4.0,173,491725,2.99,Everyone,1.1.5,58
Oddworld: Munch's Oddysee,Game,4.5,200,712294,2.99,Teen,1.0.2,1
Star Trek Timelines,Game,4.0,4721,161198,0.0,Teen,2.0.0,1
Minecraft: Story Mode,Game,4.0,20621,1089228,0.0,Everyone 10+,1.6,1
,None,0.0,0,0,0.0,Unrated,,1
Thumb Drift - Furious One Touch Car Racing,Game,4.5,6051,184078,0.0,Everyone,1.4.3,12
Picolo drinking game,Entertainment,5.0,227,35566,0.0,Mature 17+,1.18.0,6
Deliveroo: Restaurant Delivery - Order Food Nearby,Food & Drink,4.5,1702,62734,0.0,Teen,2.16.1,9
Craft The World - Episodes Edition,Game,5.0,4,222253,0.99,Everyone 10+,1.1.010,9
Abzorb,Game,3.5,76,57837,2.99,Everyone,1.3.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Hit the Button Math,Education,5.0,1,13328,2.99,Everyone,1.0,1
Supermarket Girl - Shopping Fun!,Game,4.5,1354,91478,0.0,Everyone,1.7,11
Super Stickman Golf 3,Game,4.5,1593,132153,0.0,Everyone,1.7.8,11
Pixel Dungeon,Game,4.5,152,48006,2.99,Everyone 10+,1.9.2,1
Ookujira - Giant Whale Rampage,Game,4.5,878,47969,0.0,Everyone 10+,2.2,13
霸王英雄传（吕布一统天下，演义三国群英杰传奇）,Game,0.0,0,223020,0.0,Everyone,4.2,1
,None,0.0,0,0,0.0,Unrated,,1
PAC-MAN 256 - Endless Arcade Maze,Game,4.5,23015,145424,0.0,Everyone,2.0.3,11
Little Farmers - Tractors and Harvesters for Kids,Education,3.0,29,286941,1.99,Everyone,1.5,18
转转-更专业的二手闲置交易平台,Shopping,2.5,23,78624,0.0,Everyone,3.1.0,1
"S, - Puzzle Game With Create Level Feature",Game,0.0,0,28254,0.0,Everyone,1.5.2,4
Project Color™ by The Home Depot,Lifestyle,2.5,490,47817,0.0,Everyone,1.1.43,1
"Please, Don't Touch Anything",Game,4.0,379,57004,4.99,Everyone 10+,1.0.3,1
Trivia Crack Kingdoms,Game,4.0,3250,237295,0.0,Everyone,1.3.6,21
Proton Pulse for Google Cardboard,Game,4.5,32,194486,2.99,Everyone,1.3,1
Baseball Highlights 2045,Game,4.5,278,135406,3.99,Everyone,1.10.4,1
BLEACH Brave Souls,Game,4.5,4815,181778,0.0,Teen,4.5.1,3
Fancy Makeup Shop - Brush & Blush,Game,4.0,425,106096,0.0,Everyone,1.4,11
Bridge Rider,Game,4.0,25,99517,0.0,Everyone,2.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Double Juggle,Game,4.5,1105,102620,0.0,Everyone,1.1.2,1
Ellipsis - Touch. Explore. Survive.,Game,4.5,23,144324,4.99,Everyone,1.3.2,32
,None,0.0,0,0,0.0,Unrated,,1
Auto Warriors - Tactical Car Combat,Game,4.0,352,1107044,0.0,Teen,1.102,1
,None,0.0,0,0,0.0,Unrated,,1
Animal Jam - Play Wild!,Game,4.5,26990,620323,0.0,Everyone 10+,14.0,5
Ultimate Wolf Simulator,Game,4.5,2737,138526,0.99,Everyone 10+,1.0.1,1
VPN Express,Books & Reference,4.5,14,10645,0.0,Everyone,1.8,2
TexMoji,Utilities,2.0,628,11371,1.99,Everyone,2.2,1
The Cat in the Hat - Read & Learn - Dr. Seuss,Books & Reference,4.5,43,48586,3.99,Everyone,4.0.6,1
Brain Dots - Draw and solve! Brain Training Game,Game,4.5,5469,53430,0.0,Everyone,2.6.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Olympus Rising,Game,4.5,7072,126610,0.0,Teen,3.3.0,10
,None,0.0,0,0,0.0,Unrated,,1
Mikey Jumps,Game,4.0,148,46831,0.0,Everyone,2.0,14
,None,0.0,0,0,0.0,Unrated,,1
Sky Viper Video Viewer,Entertainment,3.0,105,232875,0.0,Everyone,2.4,1
お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！,Catalogs,0.0,0,16020,0.0,Everyone,2.7.8,1
一起作业学生端-中小学霸口袋学习辅导助手,Education,4.0,91,63421,0.0,Everyone,2.8.2,2
The 7 Second Challenge,Game,5.0,1838,40531,1.99,Everyone,1.3.0,1
Mon Espace - Pôle emploi,Business,5.0,11,111504,0.0,Everyone,4.2,1
DragonBox Numbers,Education,5.0,26,347035,7.99,Everyone,1.6.4,8
Army of Heroes,Game,4.5,1235,153125,0.0,Teen,1.02.08,33
Human Resource Machine,Game,4.5,497,68730,4.99,Everyone 10+,1.0.6,16
,None,0.0,0,0,0.0,Unrated,,1
Oops You Died,Game,4.5,54,338048,0.0,Everyone 10+,2.0.7,1
FUT Wager,Sports,3.5,33,43257,1.99,Mature 17+,3.2,10
Sleep Pulse 2 Motion - The Sleep Tracker for Watch,Health & Fitness,2.0,448,15470,3.99,Everyone,2.07,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Frozen Frenzy Mania: Challenging Match 3 Games,Game,4.5,4104,296790,0.0,Everyone,2.1.1,1
Trick Pix - Magic & Prank Camera,Entertainment,3.0,13,17825,1.99,Everyone,1.0,1
Glowing Snake King - Anaconda Diep War Battle Game,Game,4.5,2554,29124,0.0,Everyone,1.0.10,16
The Battle of Polytopia,Game,4.5,3757,36184,0.0,Teen,1.7.0,1
Youtubers Life - Gaming Channel,Game,4.0,451,910734,8.99,Everyone,1.2.6,1
Soda Dungeon,Game,4.5,5717,74728,0.0,Teen,1.2.02,1
奇幻射击2,Game,0.0,0,238636,0.99,Everyone 10+,5.0.7,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Ice Queen Prom Salon: Princess Makeover Girls Game,Game,3.5,11,73683,1.99,Everyone,9999.1.6,1
Dear Diary - Interactive Story,Game,4.5,8922,74420,0.0,Everyone,1.4.1,3
Ear Age Diagnosis,Game,0.0,0,5113,0.0,Everyone,1.7.1,2
Spellbinders,Game,4.0,1245,152692,0.0,Everyone 10+,1.6.1,1
BADLAND 2,Game,4.5,898,124445,3.99,Everyone 10+,1.3,13
LEGO® NEXO KNIGHTS™ : MERLOK 2.0,Game,4.0,837,576817,0.0,Everyone 10+,2.1.0,22
The Game - Play ... as long as you can!,Game,4.5,41,52744,2.99,Everyone 10+,1.0.2,2
,None,0.0,0,0,0.0,Unrated,,1
Athletics 2: Summer Sports,Game,4.5,333,243613,1.99,Everyone,1.5,1
Mix+Smash: Marvel Super Hero Mashers,Entertainment,4.5,1050,484895,0.0,Everyone,2.0,6
VOEZ,Game,4.5,2508,299850,0.0,Everyone,1.1.2,1
,None,0.0,0,0,0.0,Unrated,,1
Toy Blocks Game for Brain Traning -TSUMIKI-,Game,0.0,0,97424,0.0,Everyone,1.4.0,5
Fieldrunners Attack!,Game,3.5,1984,276512,0.0,Everyone 10+,3.4.176411,1
Capital One CreditWise - Credit score and report,Finance,4.5,1019,64735,0.0,Everyone,1.4.0,1
Lost Frontier,Game,4.0,153,159918,2.99,Teen,1.0.3,1
Hungry Babies Mania,Game,4.5,7075,207542,0.0,Everyone,2.3.2,1
"Whink - Note taking, Annotate & Record Lectures",Productivity,4.0,110,76367,4.99,Everyone,3.5,4
暴打三国志-经典RPG角色扮演动作卡牌策略手游,Game,0.0,0,134074,0.0,Everyone 10+,1.5.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,Game,0.0,0,82006,0.0,Mature 17+,1.03,1
RollerCoaster Tycoon® 3,Game,4.0,1334,701620,4.99,Everyone,1.0.4,6
Shadow Bug,Game,4.5,978,246233,3.99,Teen,1.3,11
,None,0.0,0,0,0.0,Unrated,,1
Bullet Force,Game,4.5,9289,501043,0.0,Mature 17+,1.05,1
脱出ゲーム　都市伝説〜杉沢村からの脱出〜,Game,4.0,1,511979,0.0,Teen,1.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
Futurama: Game of Drones,Game,4.5,8394,385683,0.0,Teen,1.12.0,45
Vault!,Game,4.5,1203,135558,0.0,Everyone 10+,1.0.4,1
FreeVRPlayer,Photo & Video,2.5,134,7944,0.0,Everyone,2.0,1
,None,0.0,0,0,0.0,Unrated,,1
Peppa Pig: Golden Boots,Education,3.5,28,986284,2.99,Everyone,1.1.0,3
Colorfy: Coloring Book for Adults,Entertainment,4.5,247809,124185,0.0,Everyone,3.7.1,13
,None,0.0,0,0,0.0,Unrated,,1
Snapimals: Discover & Snap Amazing & Cute Animals!,Game,4.5,11060,221279,0.0,Everyone,1.1.8,1
一言-记录字句，发现共鸣,Social,0.0,0,32125,0.99,Teen,2.2.2,2
空格－更优秀的个人技能交易平台,Lifestyle,0.0,0,46157,0.0,Mature 17+,2.8.1,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Battlevoid: Harbinger,Game,4.5,374,108232,0.99,Teen,2.0.1,1
Stickman Football,Game,4.0,429,47736,0.0,Everyone,1.4,1
Syberia 2 (FULL),Game,4.0,58,1563693,4.99,Teen,1.0,6
World Chef: Restaurant & Cooking Game,Game,4.5,29886,136355,0.0,Teen,1.34.7,12
Dream League Soccer 2017,Game,4.5,66004,359676,0.0,Everyone,4.04,12
,None,0.0,0,0,0.0,Unrated,,1
My Singing Monsters: Dawn of Fire,Game,4.5,7749,149613,0.0,Everyone,1.11.0,1
GIPHY KEYS. The GIF Keyboard,Utilities,3.5,138,51138,0.0,Teen,1.0.3,1
Ultimate Shark Simulator,Game,4.0,256,143093,0.99,Everyone 10+,1.1,1
Ultimate Lion Simulator,Game,4.5,763,149815,0.99,Teen,1.0,1
Ultimate Dinosaur Simulator,Game,3.5,1079,153828,0.99,Everyone 10+,1.2,1
Design Home,Game,4.5,23298,173576,0.0,Everyone,1.02.51,1
Ultimate Horse Simulator,Game,4.5,958,153812,0.99,Everyone 10+,1.1,1
Ultimate Dragon Simulator,Game,4.5,806,157528,0.99,Teen,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
BestieBox,Social,0.0,0,48274,0.0,Everyone,3.2.1,5
The Abandoned,Game,4.5,26,254512,1.99,Mature 17+,1.1.42,2
NOISE,Music,3.0,355,99423,0.0,Everyone,2.3.3,0
Splash Pop,Game,4.0,63,291697,0.0,Teen,1.2.2,6
,None,0.0,0,0,0.0,Unrated,,1
WSwitch for Belkin WeMo,Utilities,2.5,138,4703,1.99,Everyone,1.3,1
QB Hero,Game,4.5,304,29577,0.0,Everyone 10+,1.2.1,1
Green Eggs and Ham - Read & Learn - Dr. Seuss,Books & Reference,5.0,207,46465,3.99,Everyone,4.0.6,1
Dr. Seuss's ABC - Read & Learn - Dr. Seuss,Books & Reference,4.5,82,40559,1.99,Everyone,4.0.6,1
Disney Jigsaw Puzzles!,Game,4.5,1546,107602,0.0,Everyone,5.0,4
Spanish SOLO: Learn Spanish With Lessons On The Go,Education,4.5,275,75766,0.0,Everyone 10+,2.0,1
9回裏だけ甲子園,Game,0.0,0,31092,0.0,Everyone,1.0.0,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,Game,0.0,0,49234,0.0,Everyone,1.0.9,1
激ムズ！ねこ階段,Entertainment,5.0,1,123645,0.0,Everyone 10+,1.1.0,1
Tap Quest : Gate Keeper,Game,4.5,1252,172115,0.0,Everyone,3.8,4
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Give It Up! 2,Game,4.0,453,165923,0.0,Everyone,1.5.8,8
Would You Rather?,Game,4.5,6479,33028,0.0,Teen,1.70,2
GYMONDO – Fitness Training für Zuhause,Health & Fitness,0.0,0,133136,0.0,Everyone,3.0.1,2
【明星恋爱】偶像之路TIME TO STAR,Game,5.0,12,201411,0.99,Everyone,1.10,1
AGT: America's Got Talent Official App on NBC,Entertainment,3.0,367,24906,0.0,Everyone,1.3.0,1
Digit: Save Money Without Thinking About It,Finance,3.5,1506,68513,0.0,Everyone,1.4.3,1
Precision Ukulele Tuner - with Chords & Metronome,Music,4.5,105,49049,1.99,Everyone,3.1.0,1
Sputnik Eyes,Game,4.0,309,65553,1.99,Everyone,1.5,1
Sideline - 2nd Phone Number,Business,4.5,7907,133328,0.0,Everyone,2.25,1
Bakery Story 2,Game,4.0,5753,173878,0.0,Everyone,1.6,1
METAL SLUG ATTACK,Game,4.5,1324,106136,0.0,Teen,2.6.0,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Zen Brush 2,Entertainment,4.5,114,69114,2.99,Everyone,1.12,2
Don't Starve: Pocket Edition,Game,4.0,3742,403637,4.99,Everyone 10+,1.10,1
口袋苍穹-首日送萧炎，重返斗气大陆,Game,0.0,0,156032,0.0,Mature 17+,1.4.8,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
全民坦克联盟—坦克帝国官方正版,Game,4.5,7,124522,0.0,Everyone,1.1.54,1
Cat Kitty Kitten Coloring Pages - Free Girl Games,Game,4.5,10278,39411,0.0,Everyone,2.3,2
Tropical Wars - Pirate Battles,Game,4.5,1465,110904,0.0,Teen,1.11.04,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
网商银行,Finance,0.0,0,107292,0.0,Everyone,2.0.6.052406,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Video Smith - A Powerful video editing tool set,Photo & Video,5.0,1,39056,0.0,Everyone,1.2,2
_PRISM,Game,4.5,648,400202,2.99,Everyone,1.1,1
Hoodclips,Entertainment,4.0,346,15900,0.0,Mature 17+,2.2.7,1
,None,0.0,0,0,0.0,Unrated,,1
Star Cheerleader - High School Tryouts,Game,4.0,263,222483,0.0,Everyone,1.4,11
,None,0.0,0,0,0.0,Unrated,,1
Heroki,Game,4.0,225,373096,4.99,Everyone 10+,1.2,1
KSI Unleashed,Game,5.0,854,456900,0.0,Mature 17+,1.3.2,1
Peanuts: Snoopy's Town Tale,Game,3.5,4260,95766,0.0,Everyone,1.3.2,45
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
SelfieCity,Photo & Video,5.0,252,71816,0.0,Everyone,2.9.1,5
Fontmania - Add Artworks & Text to Your Photos!,Photo & Video,4.5,1249,37767,4.99,Everyone,1.6,11
Sago Mini Trucks and Diggers,Education,4.0,37,109857,2.99,Everyone,1.2,1
Monkey Preschool Animals,Education,4.5,5,126582,2.99,Everyone,1.0.6,1
Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,Game,4.0,199,295681,0.0,Everyone,1.0,1
操作しやすいナンプレ！目に優しい パズルゲーム 800問,Game,0.0,0,65695,0.0,Everyone,1.3.0,2
,None,0.0,0,0,0.0,Unrated,,1
